classCol,mz50,mz51,mz52,mz53,mz54,mz55,mz56,mz57,mz58,mz59,mz60,mz61,mz62,mz63,mz64,mz65,mz66,mz67,mz68,mz69,mz70,mz71,mz72,mz73,mz74,mz75,mz76,mz77,mz78,mz79,mz80,mz81,mz82,mz83,mz84,mz85,mz86,mz87,mz88,mz89,mz90,mz91,mz92,mz93,mz94,mz95,mz96,mz97,mz98,mz99,mz100,mz101,mz102,mz103,mz104,mz105,mz106,mz107,mz108,mz109,mz110,mz111,mz112,mz113,mz114,mz115,mz116,mz117,mz118,mz119,mz120,mz121,mz122,mz123,mz124,mz125,mz126,mz127,mz128,mz129,mz130,mz131,mz132,mz133,mz134,mz135,mz136,mz137,mz138,mz139,mz140,mz141,mz142,mz143,mz144,mz145,mz146,mz147,mz148,mz149,mz150,mz151,mz152,mz153,mz154,mz155,mz156,mz157,mz158,mz159,mz160,mz161,mz162,mz163,mz164,mz165,mz166,mz167,mz168,mz169,mz170,mz171,mz172,mz173,mz174,mz175,mz176,mz177,mz178,mz179,mz180,mz181,mz182,mz183,mz184,mz185,mz186,mz187,mz188,mz189,mz190,mz191,mz192,mz193,mz194,mz195,mz196,mz197,mz198,mz199,mz200,mz201,mz202,mz203,mz204,mz205,mz206,mz207,mz208,mz209,mz210,mz211,mz212,mz213,mz214,mz215,mz216,mz217,mz218,mz219,mz220,mz221,mz222,mz223,mz224,mz225,mz226,mz227,mz228,mz229,mz230,mz231,mz232,mz233,mz234,mz235,mz236,mz237,mz238,mz239,mz240,mz241,mz242,mz243,mz244,mz245,mz246,mz247,mz248,mz249,mz250,mz251,mz252,mz253,mz254,mz255,mz256,mz257,mz258,mz259,mz260,mz261,mz262,mz263,mz264,mz265,mz266,mz267,mz268,mz269,mz270,mz271,mz272,mz273,mz274,mz275,mz276,mz277,mz278,mz279,mz280,mz281,mz282,mz283,mz284,mz285,mz286,mz287,mz288,mz289,mz290,mz291,mz292,mz293,mz294,mz295,mz296,mz297,mz298,mz299,mz300,mz301,mz302,mz303,mz304,mz305,mz306,mz307,mz308,mz309,mz310,mz311,mz312,mz313,mz314,mz315,mz316,mz317,mz318,mz319,mz320,mz321,mz322,mz323,mz324,mz325,mz326,mz327,mz328,mz329,mz330,mz331,mz332,mz333,mz334,mz335,mz336,mz337,mz338,mz339,mz340,mz341,mz342,mz343,mz344,mz345,mz346,mz347,mz348,mz349,mz350,mz351,mz352,mz353,mz354,mz355,mz356,mz357,mz358,mz359,mz360,mz361,mz362,mz363,mz364,mz365,mz366,mz367,mz368,mz369,mz370,mz371,mz372,mz373,mz374,mz375,mz376,mz377,mz378,mz379,mz380,mz381,mz382,mz383,mz384,mz385,mz386,mz387,mz388,mz389,mz390,mz391,mz392,mz393,mz394,mz395,mz396,mz397,mz398,mz399,mz400,mz401,mz402,mz403,mz404,mz405,mz406,mz407,mz408,mz409,mz410,mz411,mz412,mz413,mz414,mz415,mz416,mz417,mz418,mz419,mz420,mz421,mz422,mz423,mz424,mz425,mz426,mz427,mz428,mz429,mz430,mz431,mz432,mz433,mz434,mz435,mz436,mz437,mz438,mz439,mz440,mz441,mz442,mz443,mz444,mz445,mz446,mz447,mz448,mz449,mz450,mz451,mz452,mz453,mz454,mz455,mz456,mz457,mz458,mz459,mz460,mz461,mz462,mz463,mz464,mz465,mz466,mz467,mz468,mz469,mz470,mz471,mz472,mz473,mz474,mz475,mz476,mz477,mz478,mz479,mz480,mz481,mz482,mz483,mz484,mz485,mz486,mz487,mz488,mz489,mz490,mz491,mz492,mz493,mz494,mz495,mz496,mz497,mz498,mz499,mz500,mz501,mz502,mz503,mz504,mz505,mz506,mz507,mz508,mz509,mz510,mz511,mz512,mz513,mz514,mz515,mz516,mz517,mz518,mz519,mz520,mz521,mz522,mz523,mz524,mz525,mz526,mz527,mz528,mz529,mz530,mz531,mz532,mz533,mz534,mz535,mz536,mz537,mz538,mz539,mz540,mz541,mz542,mz543,mz544,mz545,mz546,mz547,mz548,mz549,mz550,mz551,mz552,mz553,mz554,mz555,mz556,mz557,mz558,mz559,mz560,mz561,mz562,mz563,mz564,mz565,mz566,mz567,mz568,mz569,mz570,mz571,mz572,mz573,mz574,mz575,mz576,mz577,mz578,mz579,mz580,mz581,mz582,mz583,mz584,mz585,mz586,mz587,mz588,mz589,mz590,mz591,mz592,mz593,mz594,mz595,mz596,mz597,mz598,mz599
Organic acids,0,0,0,13,0,109,19,19,33,40,14,71,0,0,0,0,0,9,6,34,5,5,51,971,112,1000,71,39,0,0,0,0,0,11,12,10,11,5,8,7,0,0,0,0,0,41,0,0,0,15,0,18,0,0,0,18,0,0,0,0,0,0,0,0,0,5,47,422,41,17,0,0,0,0,0,0,0,0,0,139,20,137,122,16,0,0,0,0,0,0,0,0,0,34,0,52,5,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666,97,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Organic acids,0,0,0,11,5,254,18,11,27,42,14,65,0,0,0,0,0,21,16,251,20,7,60,1000,105,859,61,42,0,69,6,86,6,56,0,13,9,6,13,12,0,0,0,0,0,17,18,106,9,24,0,25,0,5,0,0,0,0,0,0,0,0,0,7,0,8,81,164,18,10,0,0,0,0,31,309,24,6,0,179,27,28,19,54,8,6,0,10,0,0,0,0,9,17,0,14,0,368,60,103,13,8,0,0,0,357,51,46,20,9,6,0,0,0,0,0,0,0,0,17,13,58,33,225,32,10,0,0,0,0,0,0,0,0,0,7,85,16,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,5,61,13,5,0,0,0,0,0,0,0,20,14,0,97,22,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,33,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carbohydrates,0,0,0,0,0,5,0,0,8,47,0,5,0,0,0,0,0,0,0,0,5,0,21,1000,83,67,0,0,0,0,0,0,0,0,0,0,0,0,0,64,5,0,0,0,0,0,0,0,0,0,21,17,12,610,59,30,0,0,0,0,0,0,0,5,0,5,6,54,6,10,0,0,0,0,0,0,0,0,0,39,9,27,5,73,10,6,0,0,0,0,0,0,0,9,0,5,0,243,38,23,0,0,0,0,0,0,0,5,0,0,76,18,0,10,0,0,0,0,0,0,0,0,0,5,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,106,20,30,5,0,0,0,0,0,0,0,0,5,0,6,31,49,11,8,0,0,0,0,0,0,0,0,0,317,66,29,0,11,0,0,0,0,0,0,0,0,0,5,0,32,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,15,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,66,32,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carbohydrates,0,0,0,0,0,5,0,0,8,43,0,5,0,0,0,0,0,0,0,0,5,0,21,1000,84,67,0,0,0,0,0,0,0,0,0,0,0,0,0,66,6,0,0,0,0,0,0,0,0,0,26,18,14,739,71,35,0,0,0,0,0,0,0,5,5,6,7,67,7,11,0,0,0,0,0,0,0,0,0,48,11,32,6,90,12,8,0,0,0,0,0,0,0,11,0,7,0,315,50,29,0,0,0,0,0,0,0,7,5,0,103,25,7,14,0,0,0,0,0,0,0,0,6,8,12,12,0,6,0,0,0,0,0,0,0,0,0,0,0,161,31,44,7,0,0,0,0,0,0,0,5,6,0,10,43,75,15,11,0,0,0,0,0,0,5,0,0,506,102,45,6,14,0,0,0,0,0,0,0,0,0,8,7,53,16,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,5,0,0,91,26,12,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394,112,55,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carbohydrates,0,0,0,0,0,6,0,0,7,43,0,5,0,0,0,0,0,0,0,0,5,0,23,1000,83,66,0,0,0,0,0,0,0,0,0,0,6,5,0,46,0,0,0,0,0,0,0,0,0,0,18,18,12,658,62,42,0,0,0,0,0,0,0,5,14,8,7,56,6,9,0,0,0,0,0,0,0,0,5,33,10,25,5,77,11,7,0,0,0,0,0,0,5,12,0,10,0,268,42,27,0,0,0,0,0,0,0,0,8,0,102,19,5,13,0,0,0,0,6,0,0,0,0,7,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,121,24,37,6,0,0,0,0,0,5,0,0,0,0,0,34,57,12,9,0,0,0,0,0,0,0,0,16,399,82,36,5,11,0,0,0,0,0,0,0,0,0,10,5,25,22,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,8,0,0,69,19,10,0,0,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,88,43,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carbohydrates,0,0,0,0,0,5,0,0,7,41,0,5,0,0,0,0,0,0,0,0,6,0,24,1000,84,67,0,0,0,0,0,0,0,0,0,0,6,5,0,49,0,0,0,0,0,0,0,0,0,0,21,20,14,752,70,48,0,0,0,0,0,0,0,6,15,10,8,68,7,11,0,0,0,0,0,0,0,5,6,41,12,31,6,93,13,8,0,0,0,0,0,0,6,15,0,13,0,337,52,34,0,0,0,0,0,0,0,5,10,0,133,25,7,18,0,0,0,0,8,0,0,0,5,10,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,172,33,53,9,0,0,0,0,0,8,0,5,6,0,6,46,78,17,12,0,0,0,0,0,0,0,0,23,604,122,54,8,15,0,0,0,0,0,0,0,0,0,16,8,37,35,9,0,0,0,0,0,0,8,0,0,0,0,0,6,0,0,0,0,0,0,0,8,8,0,0,0,0,19,5,0,0,0,0,0,0,0,0,0,0,12,0,0,108,31,16,0,0,0,0,0,0,0,0,10,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,485,135,67,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lipids,0,0,0,34,100,469,87,126,18,20,9,49,0,0,0,12,12,225,95,240,56,35,37,1000,98,886,62,58,9,71,41,225,131,187,194,39,11,7,6,27,0,33,11,49,34,180,236,165,179,37,0,11,0,5,0,31,8,31,24,106,102,71,37,9,0,7,84,938,91,65,11,35,14,92,49,26,8,0,7,722,90,129,170,67,26,27,8,61,39,12,0,7,7,43,9,340,42,34,12,11,5,35,35,8,0,41,11,23,10,28,5,10,0,0,5,19,24,9,7,26,11,46,20,25,8,7,0,0,0,11,64,14,0,29,6,83,22,24,10,0,0,0,0,10,10,0,0,9,0,78,15,25,0,0,0,0,0,13,6,0,0,9,0,18,0,7,0,0,0,0,19,27,107,21,0,5,0,21,0,6,0,0,0,0,0,15,16,0,0,6,0,20,0,7,0,0,5,0,0,0,0,0,0,6,0,12,0,11,0,0,0,0,0,0,66,14,0,5,0,5,0,7,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804,211,56,8,0,0,0,0,0,0,0,0,0,0,0,31,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lipids,0,0,0,39,103,490,98,140,21,23,10,53,0,0,0,14,12,227,93,242,61,35,40,1000,103,917,65,57,8,74,40,214,123,177,193,38,12,8,6,31,5,35,11,50,34,175,239,161,175,37,0,12,0,5,0,30,9,31,23,100,104,71,38,9,0,8,93,919,91,63,11,34,14,90,49,26,9,5,8,767,97,133,179,73,29,25,8,61,40,13,0,7,8,49,10,372,48,35,13,11,6,38,38,9,0,43,12,26,11,31,5,12,0,5,5,21,28,10,7,30,13,53,22,29,8,8,0,0,0,13,83,18,0,34,7,100,28,27,11,5,0,0,0,11,11,0,0,9,0,104,20,31,5,0,0,0,0,14,7,5,0,10,0,23,5,8,0,0,0,0,23,32,141,27,0,6,0,31,6,8,0,0,0,0,0,17,22,0,0,6,0,26,6,8,0,0,6,0,0,0,0,0,0,7,0,16,0,14,6,0,0,0,0,0,99,20,0,5,0,7,0,9,9,0,0,0,0,0,0,0,0,5,0,6,0,0,5,0,0,0,0,0,0,0,0,15,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,893,238,63,10,0,0,0,0,0,0,0,0,0,0,0,53,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lipids,0,0,0,5,21,335,77,233,27,23,6,34,0,0,0,0,0,49,20,155,37,88,29,1000,97,584,49,31,0,5,0,45,11,97,41,39,10,5,0,25,0,6,0,8,0,34,7,77,49,10,0,0,0,0,0,0,0,6,0,15,0,27,11,0,0,9,33,878,95,45,0,11,0,9,0,0,0,0,11,365,46,28,517,137,32,7,0,0,0,0,0,0,0,18,17,321,56,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nucleic acids,0,0,0,0,0,12,0,0,8,26,0,10,0,0,0,0,0,0,0,16,0,0,17,1000,119,119,8,0,0,0,0,0,0,0,7,9,0,0,0,13,0,0,0,0,0,0,0,9,0,18,9,24,0,189,18,9,0,0,0,0,0,6,0,11,0,66,16,38,5,0,0,0,0,0,0,0,0,5,0,52,6,20,6,40,0,0,0,0,0,0,0,7,7,24,6,10,13,176,26,24,0,0,0,5,0,0,0,25,6,0,0,0,0,0,0,0,9,0,0,49,10,9,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,24,11,23,0,0,0,0,0,0,0,0,0,0,0,5,7,7,0,0,103,20,6,0,0,0,0,0,0,219,43,23,10,0,23,62,69,14,0,0,0,11,181,55,22,7,6,0,0,0,0,0,0,0,0,122,29,264,58,26,6,0,0,0,208,43,14,0,0,10,19,80,25,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,14,28,104,33,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,29,9,9,0,0,0,0,0,0,0,0,0,0,0,5,11,52,16,8,0,0,0,0,0,0,0,14,5,27,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,26,13,0,0,0,0,0,0,0,0,0,0,0,0,29,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
